date,industry,ulc,alch,lshare,oph,deflator
1999,G to T: 45 to 98,0.3803,11.4123,56.7161,30.0087,149.1352
2000,G to T: 45 to 98,0.3938,12.2549,58.5916,31.1196,148.7852
2001,G to T: 45 to 98,0.4151,12.8862,59.4661,31.0436,143.2573
2002,G to T: 45 to 98,0.4242,13.2475,59.0607,31.2294,139.2284
2003,G to T: 45 to 98,0.4339,13.8299,58.7348,31.8735,135.3648
2004,G to T: 45 to 98,0.4558,14.7512,60.0346,32.3633,131.7126
2005,G to T: 45 to 98,0.4656,15.3511,59.9684,32.9706,128.7981
2006,G to T: 45 to 98,0.4846,16.1563,60.4835,33.3395,124.8112
2007,G to T: 45 to 98,0.4972,17.0185,61.1091,34.2287,122.9065
2008,G to T: 45 to 98,0.502,17.1244,60.1129,34.1124,119.7468
2009,G to T: 45 to 98,0.5198,17.5975,60.3674,33.8544,116.1358
2010,G to T: 45 to 98,0.5204,17.9576,61.0109,34.5073,117.2385
2011,G to T: 45 to 98,0.521,18.2257,60.6469,34.9821,116.4048
2012,G to T: 45 to 98,0.5188,18.1231,59.9073,34.9327,115.4728
2013,G to T: 45 to 98,0.5295,18.3925,60.0418,34.7356,113.3934
2014,G to T: 45 to 98,0.5284,18.4445,58.9378,34.9063,111.5401
2015,G to T: 45 to 98,0.5384,18.7512,58.9114,34.8276,109.4194
2016,G to T: 45 to 98,0.5444,19.2213,58.4639,35.3073,107.3914
2017,G to T: 45 to 98,0.5507,19.8547,58.5242,36.0536,106.2724
2018,G to T: 45 to 98,0.5653,20.5325,59.0852,36.3214,104.5201
2019,G to T: 45 to 98,0.5852,21.1796,59.6988,36.1921,102.0144
2020,G to T: 45 to 98,0.643,22.5937,59.7993,35.1379,93.0005
2021,G to T: 45 to 98,0.6516,23.0149,60.1241,35.3206,92.2715
1997,A: 01 to 03,0.4043,2.959,34.377,7.3188,85.0284
1998,A: 01 to 03,0.3315,2.9996,31.1025,9.0486,93.8235
1999,A: 01 to 03,0.3467,3.9201,38.8088,11.3069,111.9377
2000,A: 01 to 03,0.3009,4.0378,35.9812,13.4191,119.5786
2001,A: 01 to 03,0.3073,4.5819,37.1373,14.9102,120.8503
2002,A: 01 to 03,0.2515,4.778,31.2999,18.998,124.4529
2003,A: 01 to 03,0.2414,4.3247,28.5305,17.9151,118.1877
2004,A: 01 to 03,0.2884,4.4789,33.6989,15.5302,116.8478
2005,A: 01 to 03,0.2798,4.6508,33.0291,16.6219,118.0454
2006,A: 01 to 03,0.3128,5.0878,34.1337,16.2653,109.1231
2007,A: 01 to 03,0.4365,6.5011,42.4152,14.8937,97.1711
2008,A: 01 to 03,0.3774,6.7875,38.5017,17.9849,102.0183
2009,A: 01 to 03,0.4289,6.427,40.5622,14.9848,94.5726
2010,A: 01 to 03,0.5368,6.3219,47.2394,11.777,88.0019
2011,A: 01 to 03,0.3997,6.1801,38.761,15.4618,96.9752
2012,A: 01 to 03,0.5112,6.9605,45.29,13.616,88.5955
2013,A: 01 to 03,0.5433,7.7618,46.303,14.2864,85.2255
2014,A: 01 to 03,0.351,6.1615,35.8197,17.5541,102.0504
2015,A: 01 to 03,0.4516,7.5911,45.71,16.8093,101.2179
2016,A: 01 to 03,0.5387,8.1667,49.6406,15.16,92.1489
2017,A: 01 to 03,0.5809,8.7779,53.6525,15.1109,92.361
2018,A: 01 to 03,0.6676,9.0679,54.3711,13.5828,81.4426
2019,A: 01 to 03,0.5751,9.352,50.2499,16.2615,87.3759
2020,A: 01 to 03,0.5829,9.5773,53.5166,16.4304,91.8109
2021,A: 01 to 03,0.5967,11.0566,53.9682,18.5296,90.4444
1997,B: 05 to 09,0.0329,19.4484,16.7506,591.1368,509.1368
1998,B: 05 to 09,0.0325,17.5038,20.1921,538.5785,621.2954
1999,B: 05 to 09,0.0369,18.8716,20.8981,511.4255,566.3442
2000,B: 05 to 09,0.0424,20.2672,14.9603,478.0,352.8373
2001,B: 05 to 09,0.0462,20.8785,15.782,451.9156,341.6017
2002,B: 05 to 09,0.0457,21.7311,16.8261,475.5164,368.186
2003,B: 05 to 09,0.0477,22.0343,16.2137,461.935,339.9099
2004,B: 05 to 09,0.0485,23.7405,14.6422,489.4948,301.901
2005,B: 05 to 09,0.0616,25.8747,14.1865,420.0438,230.3003
2006,B: 05 to 09,0.0908,33.04,16.9215,363.8767,186.3601
2007,B: 05 to 09,0.1028,35.8434,17.9544,348.6712,174.6537
2008,B: 05 to 09,0.1079,33.6364,14.1024,311.7368,130.6988
2009,B: 05 to 09,0.1244,35.6281,21.4633,286.3995,172.5346
2010,B: 05 to 09,0.145,34.0702,17.4505,234.9669,120.3483
2011,B: 05 to 09,0.2085,32.9631,17.3047,158.0964,82.9962
2012,B: 05 to 09,0.2659,31.0913,20.5029,116.9285,77.1076
2013,B: 05 to 09,0.311,30.8345,22.3012,99.1463,71.708
2014,B: 05 to 09,0.3084,34.1766,27.6142,110.8191,89.5402
2015,B: 05 to 09,0.2725,36.1247,42.1917,132.5677,154.8319
2016,B: 05 to 09,0.2161,34.9323,38.7701,161.6488,179.4081
2017,B: 05 to 09,0.2119,33.7245,25.959,159.1529,122.5059
2018,B: 05 to 09,0.2133,32.5445,20.2618,152.5762,94.992
2019,B: 05 to 09,0.1992,33.2198,20.2234,166.7661,101.5231
2020,B: 05 to 09,0.1885,31.0597,27.3254,164.7729,144.9623
2021,B: 05 to 09,0.2287,34.4743,27.3647,150.7403,119.6533
1997,C: 10 to 33,0.6846,11.7214,65.3149,17.1215,95.4059
1998,C: 10 to 33,0.6673,11.9074,65.5466,17.8441,98.2266
1999,C: 10 to 33,0.6582,12.8886,67.5221,19.5816,102.586
2000,C: 10 to 33,0.6472,13.7667,68.2022,21.2712,105.3804
2001,C: 10 to 33,0.6421,14.5658,70.81,22.6846,110.2788
2002,C: 10 to 33,0.604,14.9931,67.8652,24.823,112.3596
2003,C: 10 to 33,0.5862,15.9387,66.956,27.1899,114.2204
2004,C: 10 to 33,0.5718,16.4644,66.9455,28.794,117.0785
2005,C: 10 to 33,0.57,17.4608,66.7929,30.633,117.1805
2006,C: 10 to 33,0.5397,18.1042,66.8518,33.5449,123.8684
2007,C: 10 to 33,0.5549,19.0374,68.2649,34.3078,123.022
2008,C: 10 to 33,0.5622,20.0675,68.1558,35.6946,121.2305
2009,C: 10 to 33,0.5819,20.4285,70.0131,35.1065,120.3181
2010,C: 10 to 33,0.5889,21.0014,65.6288,35.6621,111.443
2011,C: 10 to 33,0.6047,21.5329,65.8141,35.6092,108.8376
2012,C: 10 to 33,0.5981,21.6736,64.8989,36.2374,108.5084
2013,C: 10 to 33,0.6141,22.8791,64.7798,37.2563,105.4874
2014,C: 10 to 33,0.5983,22.8977,63.496,38.2713,106.1274
2015,C: 10 to 33,0.595,22.6774,62.4406,38.1133,104.9422
2016,C: 10 to 33,0.6136,23.4626,62.8978,38.2376,102.5062
2017,C: 10 to 33,0.6274,24.0944,62.5716,38.4036,99.7316
2018,C: 10 to 33,0.625,24.9527,63.9012,39.9243,102.2419
2019,C: 10 to 33,0.6369,25.7182,64.4895,40.3803,101.2553
2020,C: 10 to 33,0.5815,26.8849,62.8491,46.2337,108.081
2021,C: 10 to 33,0.5824,27.9564,66.1871,48.0021,113.6454
1997,D: 35,0.1484,16.135,29.4759,108.7264,198.6247
1998,D: 35,0.1399,16.9726,29.2525,121.3195,209.0958
1999,D: 35,0.1187,20.5155,32.3716,172.8349,272.7178
2000,D: 35,0.1517,21.5116,36.9789,141.8036,243.7633
2001,D: 35,0.0951,18.3366,33.4395,192.8139,351.6246
2002,D: 35,0.1101,18.9695,31.4207,172.2934,285.3833
2003,D: 35,0.0971,20.2971,28.6536,209.033,295.0937
2004,D: 35,0.1214,22.5222,27.7326,185.5206,228.4399
2005,D: 35,0.1654,23.7856,28.3971,143.8065,171.6874
2006,D: 35,0.1654,24.7674,23.8218,149.7424,144.0254
2007,D: 35,0.1923,25.0668,24.4577,130.3526,127.1851
2008,D: 35,0.2558,29.3479,26.6711,114.7299,104.2654
2009,D: 35,0.2622,28.7803,22.1223,109.7647,84.3719
2010,D: 35,0.2834,27.6738,29.5928,97.6493,104.4206
2011,D: 35,0.33,27.9825,36.9457,84.7955,111.9567
2012,D: 35,0.3167,28.8406,30.2408,91.066,95.4872
2013,D: 35,0.3066,27.9606,29.6045,91.1957,96.5574
2014,D: 35,0.3147,27.9718,28.1744,88.884,89.5278
2015,D: 35,0.259,27.3871,27.5033,105.7417,106.1903
2016,D: 35,0.2468,26.7972,29.7131,108.5786,120.3934
2017,D: 35,0.271,26.3137,29.2663,97.0985,107.9937
2018,D: 35,0.2766,24.976,31.0618,90.2965,112.2986
2019,D: 35,0.2589,27.9312,28.4967,107.8841,110.0684
2020,D: 35,0.232,29.1708,27.811,125.7362,119.875
2021,D: 35,0.2357,30.8956,26.8969,131.0802,114.115
1997,E: 36 to 39,0.1175,13.4297,30.2348,114.2953,257.3174
1998,E: 36 to 39,0.1433,17.0684,34.0001,119.1096,237.2652
1999,E: 36 to 39,0.1749,20.1988,38.8949,115.4877,222.3836
2000,E: 36 to 39,0.1683,19.3804,38.0537,115.1539,226.1064
2001,E: 36 to 39,0.1833,20.7383,39.9475,113.1386,217.9351
2002,E: 36 to 39,0.1736,19.5379,36.1417,112.5455,208.1895
2003,E: 36 to 39,0.174,20.596,34.5167,118.3678,198.3718
2004,E: 36 to 39,0.1897,21.222,35.1157,111.8714,185.1118
2005,E: 36 to 39,0.2062,22.8972,34.981,111.0436,169.646
2006,E: 36 to 39,0.2365,23.6355,35.0865,99.9387,148.3573
2007,E: 36 to 39,0.2679,25.5987,37.4745,95.5532,139.8824
2008,E: 36 to 39,0.2593,23.8121,34.0665,91.8322,131.3787
2009,E: 36 to 39,0.2518,24.29,33.6904,96.4654,133.7983
2010,E: 36 to 39,0.2731,23.6007,33.8889,86.4178,124.0897
2011,E: 36 to 39,0.2983,21.7345,33.5317,72.8612,112.4093
2012,E: 36 to 39,0.3043,20.7306,33.0687,68.1255,108.6714
2013,E: 36 to 39,0.3171,21.9556,34.2448,69.2387,107.9937
2014,E: 36 to 39,0.3217,22.4204,34.3849,69.6935,106.885
2015,E: 36 to 39,0.3121,23.5003,34.2847,75.2973,109.8517
2016,E: 36 to 39,0.3141,22.9221,34.6769,72.9771,110.4008
2017,E: 36 to 39,0.3451,23.1938,36.7858,67.2089,106.5946
2018,E: 36 to 39,0.3502,23.0209,36.7189,65.7364,104.8512
2019,E: 36 to 39,0.3588,24.7688,37.4496,69.0323,104.3746
2020,E: 36 to 39,0.3242,24.2309,35.6765,74.7406,110.0447
2021,E: 36 to 39,0.3255,24.5874,36.5665,75.5373,112.3395
1997,F: 41 to 43,0.2647,8.1639,70.9035,30.8421,267.8636
1998,F: 41 to 43,0.2748,8.7031,68.5352,31.6707,249.4003
1999,F: 41 to 43,0.2952,9.8761,70.0739,33.4556,237.3777
2000,F: 41 to 43,0.312,10.3326,68.0337,33.1173,218.0567
2001,F: 41 to 43,0.343,11.1416,70.3628,32.4828,205.1394
2002,F: 41 to 43,0.3564,11.5297,67.666,32.3504,189.8597
2003,F: 41 to 43,0.3858,12.1743,67.0236,31.556,173.7263
2004,F: 41 to 43,0.3981,12.2207,65.2698,30.6976,163.9533
2005,F: 41 to 43,0.4377,13.0536,64.751,29.8232,147.9347
2006,F: 41 to 43,0.4715,13.9793,66.9496,29.6486,141.9928
2007,F: 41 to 43,0.5061,14.3036,66.0763,28.2624,130.5598
2008,F: 41 to 43,0.53,14.017,63.8785,26.4472,120.5255
2009,F: 41 to 43,0.5833,13.906,71.2856,23.8402,122.2109
2010,F: 41 to 43,0.5203,14.5496,69.4006,27.9639,133.3857
2011,F: 41 to 43,0.5014,14.7788,68.1609,29.4751,135.9412
2012,F: 41 to 43,0.5047,14.7067,66.7993,29.1395,132.3545
2013,F: 41 to 43,0.5082,15.1162,64.7559,29.7446,127.4221
2014,F: 41 to 43,0.5032,14.6721,61.7839,29.1576,122.782
2015,F: 41 to 43,0.5305,15.9445,62.4489,30.0556,117.7171
2016,F: 41 to 43,0.556,16.1195,62.2715,28.9919,111.9991
2017,F: 41 to 43,0.5743,16.6987,63.0652,29.0766,109.8123
2018,F: 41 to 43,0.6165,17.5319,63.7433,28.4378,103.3955
2019,F: 41 to 43,0.616,17.7813,62.7067,28.8657,101.7966
2020,F: 41 to 43,0.6084,18.5427,63.6999,30.4778,104.7007
2021,F: 41 to 43,0.6203,19.3172,64.9739,31.1417,104.7459
1997,G: 45 to 47,0.3377,8.2444,60.2515,24.4134,178.4172
1998,G: 45 to 47,0.3739,8.7717,61.6086,23.46,164.7729
1999,G: 45 to 47,0.4138,9.3875,64.8392,22.6861,156.6921
2000,G: 45 to 47,0.4096,10.0009,67.4951,24.4163,164.783
2001,G: 45 to 47,0.441,10.3782,66.2074,23.5333,150.1302
2002,G: 45 to 47,0.4526,10.7072,66.6473,23.6571,147.2543
2003,G: 45 to 47,0.4762,11.224,66.9198,23.5699,140.5288
2004,G: 45 to 47,0.4973,11.8421,69.2652,23.8128,139.2825
2005,G: 45 to 47,0.4957,12.4683,70.395,25.1529,142.0113
2006,G: 45 to 47,0.5087,13.64,72.0558,26.8134,141.6469
2007,G: 45 to 47,0.5299,14.1764,72.1987,26.753,136.2497
2008,G: 45 to 47,0.5396,13.9605,70.7697,25.8719,131.1521
2009,G: 45 to 47,0.607,14.6102,72.1607,24.0695,118.8809
2010,G: 45 to 47,0.5711,15.081,71.7957,26.4069,125.7148
2011,G: 45 to 47,0.5713,15.2206,73.734,26.642,129.0635
2012,G: 45 to 47,0.5787,15.1335,73.355,26.1509,126.7583
2013,G: 45 to 47,0.5982,15.1724,73.4377,25.3634,122.7645
2014,G: 45 to 47,0.5693,15.207,70.906,26.7118,124.5494
2015,G: 45 to 47,0.5844,15.6607,71.1091,26.7979,121.6788
2016,G: 45 to 47,0.6016,16.2062,72.7781,26.9385,120.9742
2017,G: 45 to 47,0.6195,16.9756,72.9153,27.4021,117.7002
2018,G: 45 to 47,0.6504,17.7134,72.9533,27.2346,112.1668
2019,G: 45 to 47,0.6738,18.3322,71.2791,27.2072,105.7867
2020,G: 45 to 47,0.7562,19.121,67.9448,25.2856,89.8503
2021,G: 45 to 47,0.8138,20.081,68.103,24.6756,83.6852
1997,H: 49 to 53,0.4558,11.9693,80.0557,26.26,175.6378
1998,H: 49 to 53,0.4487,12.4183,79.487,27.6762,177.1495
1999,H: 49 to 53,0.4469,12.6551,78.5211,28.3175,175.7017
2000,H: 49 to 53,0.4436,12.8588,75.32,28.9874,169.7926
2001,H: 49 to 53,0.4937,13.6904,77.9436,27.7302,157.8764
2002,H: 49 to 53,0.5249,13.6354,78.4205,25.9771,149.4008
2003,H: 49 to 53,0.5338,14.4232,78.1583,27.0199,146.4187
2004,H: 49 to 53,0.5407,15.6032,78.9128,28.8574,145.9456
2005,H: 49 to 53,0.5486,15.6718,78.3481,28.5669,142.8146
2006,H: 49 to 53,0.5425,15.968,78.7145,29.4341,145.0959
2007,H: 49 to 53,0.5683,17.4128,80.1046,30.6402,140.9548
2008,H: 49 to 53,0.5859,18.1757,80.5962,31.0218,137.5597
2009,H: 49 to 53,0.6614,18.1168,86.2662,27.3916,130.4297
2010,H: 49 to 53,0.6192,18.4997,80.8789,29.8768,130.6184
2011,H: 49 to 53,0.5999,18.7522,77.3497,31.2589,128.9377
2012,H: 49 to 53,0.6109,18.6071,78.2679,30.4585,128.119
2013,H: 49 to 53,0.6357,19.8159,79.5053,31.1718,125.0673
2014,H: 49 to 53,0.6464,20.2441,79.5696,31.3182,123.0965
2015,H: 49 to 53,0.7028,19.6936,78.0162,28.0216,111.0077
2016,H: 49 to 53,0.7174,19.4379,78.2032,27.0949,109.0092
2017,H: 49 to 53,0.7295,20.2459,78.6411,27.7531,107.8014
2018,H: 49 to 53,0.721,20.1187,78.2236,27.9039,108.4932
2019,H: 49 to 53,0.7537,20.293,78.111,26.9245,103.6367
2020,H: 49 to 53,0.9829,21.1881,82.719,21.5567,84.1581
2021,H: 49 to 53,0.9766,22.4706,90.2023,23.009,92.3636
1997,I: 54 to 56,0.3136,6.4786,72.968,20.6588,232.6786
1998,I: 54 to 56,0.3291,6.9031,71.483,20.9757,217.2075
1999,I: 54 to 56,0.3561,7.6258,75.0195,21.4148,210.6698
2000,I: 54 to 56,0.3778,8.0889,75.6308,21.4105,200.1874
2001,I: 54 to 56,0.4051,8.4935,77.1606,20.9664,190.473
2002,I: 54 to 56,0.4004,8.4002,73.439,20.9795,183.4141
2003,I: 54 to 56,0.4151,8.6077,73.1427,20.7364,176.205
2004,I: 54 to 56,0.4292,9.0439,74.0289,21.0715,172.4811
2005,I: 54 to 56,0.4413,9.4948,71.8357,21.5155,162.782
2006,I: 54 to 56,0.4793,9.8234,74.2151,20.4953,154.8406
2007,I: 54 to 56,0.523,10.3387,76.9525,19.7681,147.1367
2008,I: 54 to 56,0.5191,10.1622,75.5968,19.5766,145.6305
2009,I: 54 to 56,0.5393,10.314,80.1147,19.1248,148.5531
2010,I: 54 to 56,0.5524,10.9569,78.392,19.8351,141.9117
2011,I: 54 to 56,0.5579,11.5182,77.4392,20.6456,138.8048
2012,I: 54 to 56,0.5757,11.675,78.4664,20.2797,136.2974
2013,I: 54 to 56,0.569,11.8272,78.3313,20.7859,137.6649
2014,I: 54 to 56,0.6202,12.0216,78.4378,19.3834,126.4718
2015,I: 54 to 56,0.6729,12.1391,79.699,18.04,118.4411
2016,I: 54 to 56,0.6833,12.6305,79.3394,18.4846,116.1121
2017,I: 54 to 56,0.6897,13.102,79.0276,18.9967,114.5826
2018,I: 54 to 56,0.7437,13.9136,80.7564,18.7086,108.5873
2019,I: 54 to 56,0.7541,13.8378,79.9517,18.3501,106.0227
2020,I: 54 to 56,0.8647,14.6277,91.4366,16.9165,105.7437
2021,I: 54 to 56,0.7631,14.6513,77.0237,19.1997,100.9353
1997,J: 58 to 63,2.1339,14.4625,57.172,6.7775,26.7923
1998,J: 58 to 63,1.864,15.482,55.8153,8.3058,29.9438
1999,J: 58 to 63,1.7665,17.2191,59.2536,9.7476,33.5429
2000,J: 58 to 63,1.5838,19.613,62.2334,12.3835,39.2937
2001,J: 58 to 63,1.5405,20.3654,64.846,13.22,42.0941
2002,J: 58 to 63,1.4286,21.1623,64.1582,14.8133,44.9098
2003,J: 58 to 63,1.2823,22.1311,61.968,17.2589,48.3257
2004,J: 58 to 63,1.2126,23.6504,61.5668,19.5039,50.7726
2005,J: 58 to 63,1.1535,23.8607,61.4139,20.6855,53.2414
2006,J: 58 to 63,1.0854,23.2718,61.036,21.4408,56.2336
2007,J: 58 to 63,1.0767,25.5835,61.7771,23.761,57.3763
2008,J: 58 to 63,1.0512,26.5347,61.3039,25.2423,58.318
2009,J: 58 to 63,0.9613,25.3473,59.9476,26.3677,62.361
2010,J: 58 to 63,0.9079,25.2318,59.2188,27.7914,65.2261
2011,J: 58 to 63,0.8749,25.7304,60.1199,29.4095,68.7163
2012,J: 58 to 63,0.8433,26.1573,59.9841,31.0178,71.1302
2013,J: 58 to 63,0.8234,25.6971,60.806,31.2085,73.8475
2014,J: 58 to 63,0.7618,25.1759,59.929,33.0479,78.6676
2015,J: 58 to 63,0.7367,26.399,61.5506,35.8341,83.5491
2016,J: 58 to 63,0.7055,27.2852,60.3331,38.675,85.5182
2017,J: 58 to 63,0.7075,27.1292,61.7218,38.3452,87.2393
2018,J: 58 to 63,0.6607,28.8346,63.0226,43.6425,95.3876
2019,J: 58 to 63,0.6361,29.7576,63.6543,46.7813,100.0696
2020,J: 58 to 63,0.6495,30.3514,62.1489,46.7304,95.6873
2021,J: 58 to 63,0.6571,32.5843,62.6842,49.588,95.3952
1997,K: 64 to 66,0.2333,13.9131,42.7255,59.6361,183.1354
1998,K: 64 to 66,0.2374,14.3917,43.6499,60.6222,183.8665
1999,K: 64 to 66,0.2741,16.0466,49.304,58.5429,179.876
2000,K: 64 to 66,0.3111,19.2545,57.3838,61.8917,184.4545
2001,K: 64 to 66,0.3194,19.2484,57.6023,60.2642,180.3453
2002,K: 64 to 66,0.2935,18.8306,53.386,64.1588,181.8944
2003,K: 64 to 66,0.2985,19.981,51.4774,66.938,172.4536
2004,K: 64 to 66,0.3428,23.9063,52.6341,69.7383,153.5417
2005,K: 64 to 66,0.3357,26.2674,50.9664,78.2466,151.8213
2006,K: 64 to 66,0.3991,30.6361,52.5221,76.763,131.6014
2007,K: 64 to 66,0.3627,33.1882,53.8015,91.5032,148.3361
2008,K: 64 to 66,0.3524,32.097,54.8594,91.0812,155.6737
2009,K: 64 to 66,0.3616,32.0018,46.7739,88.5006,129.3526
2010,K: 64 to 66,0.3959,34.269,51.471,86.5597,130.0101
2011,K: 64 to 66,0.4243,34.629,51.6007,81.6144,121.6137
2012,K: 64 to 66,0.4097,33.5963,50.8414,82.0022,124.0942
2013,K: 64 to 66,0.4502,35.7315,51.5058,79.3681,114.4065
2014,K: 64 to 66,0.4603,36.075,50.6289,78.3728,109.9911
2015,K: 64 to 66,0.4978,38.264,54.7925,76.8662,110.0693
2016,K: 64 to 66,0.4611,37.1077,49.5385,80.4765,107.4355
2017,K: 64 to 66,0.4439,38.9749,47.1013,87.8011,106.1079
2018,K: 64 to 66,0.4584,39.048,48.3516,85.1832,105.4791
2019,K: 64 to 66,0.4804,39.865,49.346,82.9829,102.7186
2020,K: 64 to 66,0.4907,40.6667,49.3886,82.8749,100.6493
2021,K: 64 to 66,0.4923,44.0201,50.3845,89.4172,102.3451
1997,L: 68,0.0329,14.3284,4.5066,435.5137,136.9787
1998,L: 68,0.0314,13.4952,4.1545,429.7834,132.3089
1999,L: 68,0.0322,13.1884,4.1689,409.5776,129.4689
2000,L: 68,0.0326,13.1124,4.0763,402.2209,125.0399
2001,L: 68,0.0355,13.6583,4.385,384.7408,123.5211
2002,L: 68,0.0344,13.126,4.208,381.5698,122.3256
2003,L: 68,0.0361,13.6244,4.4314,377.4072,122.7535
2004,L: 68,0.0433,15.4302,5.2088,356.3557,120.2956
2005,L: 68,0.048,15.656,5.5868,326.1667,116.3917
2006,L: 68,0.0544,16.1922,6.1762,297.6507,113.5331
2007,L: 68,0.0633,17.8319,6.8884,281.7046,108.8215
2008,L: 68,0.0639,17.9236,6.5942,280.4945,103.1956
2009,L: 68,0.0619,17.8688,7.1737,288.6721,115.8918
2010,L: 68,0.0589,16.6273,7.219,282.2971,122.5637
2011,L: 68,0.0618,18.5494,7.4164,300.1521,120.0065
2012,L: 68,0.0606,18.2895,7.1021,301.8069,117.1964
2013,L: 68,0.0627,18.9757,7.3725,302.6427,117.5837
2014,L: 68,0.0629,18.9428,7.0617,301.1574,112.2687
2015,L: 68,0.065,19.3372,7.032,297.4954,108.1846
2016,L: 68,0.0658,19.7854,6.8885,300.69,104.6884
2017,L: 68,0.068,20.3765,7.0449,299.6544,103.6015
2018,L: 68,0.0769,23.0572,7.7254,299.8336,100.4603
2019,L: 68,0.0806,24.1466,8.0691,299.5856,100.1129
2020,L: 68,0.0792,24.4317,8.2892,308.4811,104.6616
2021,L: 68,0.0869,24.9343,8.9915,286.931,103.4695
1997,M: 69 to 75,0.3543,10.1796,66.8781,28.7316,188.7612
1998,M: 69 to 75,0.3725,10.8519,67.2244,29.1326,180.4682
1999,M: 69 to 75,0.4072,11.8685,70.6252,29.1466,173.4411
2000,M: 69 to 75,0.4358,12.8338,73.4198,29.4488,168.4713
2001,M: 69 to 75,0.4615,13.5702,74.4099,29.4046,161.2349
2002,M: 69 to 75,0.4792,14.5905,73.2739,30.4476,152.9088
2003,M: 69 to 75,0.4653,14.6405,69.9193,31.4646,150.2671
2004,M: 69 to 75,0.4747,15.5954,69.9667,32.8532,147.3914
2005,M: 69 to 75,0.484,15.3652,69.3983,31.7463,143.3849
2006,M: 69 to 75,0.4974,16.4108,70.443,32.9932,141.6224
2007,M: 69 to 75,0.5208,16.9183,71.155,32.4852,136.6263
2008,M: 69 to 75,0.519,16.8327,68.0155,32.4329,131.0511
2009,M: 69 to 75,0.5325,17.4273,66.3904,32.7273,124.6768
