date,industry,ulc,alch,lshare,oph,deflator
2003,B to E: 05 to 39,73.9343,63.0197,104.041,85.2374,140.7209
2004,B to E: 05 to 39,74.1492,65.2958,102.8458,88.06,138.7012
2005,B to E: 05 to 39,76.7873,69.5042,100.9604,90.5152,131.4806
2006,B to E: 05 to 39,75.8684,72.7109,98.993,95.8382,130.4799
2007,B to E: 05 to 39,79.9627,76.6362,101.3766,95.8399,126.7799
2008,B to E: 05 to 39,82.9968,80.4587,98.1929,96.9419,118.3093
2009,B to E: 05 to 39,84.9879,82.1432,100.7361,96.6528,118.5299
2010,B to E: 05 to 39,88.4847,83.8278,97.5844,94.7371,110.2839
2011,B to E: 05 to 39,95.3264,85.3558,99.0584,89.5406,103.915
2012,B to E: 05 to 39,96.5801,85.6799,97.5822,88.7138,101.0376
2013,B to E: 05 to 39,100.3728,89.8966,98.8076,89.5627,98.4406
2014,B to E: 05 to 39,98.9124,90.3006,98.9022,91.2935,99.9897
2015,B to E: 05 to 39,94.6997,89.8708,99.9896,94.9008,105.586
2016,B to E: 05 to 39,95.7044,92.0179,101.5327,96.148,106.0899
2017,B to E: 05 to 39,99.0895,93.9161,99.3728,94.7791,100.2859
2018,B to E: 05 to 39,99.3714,96.4251,99.7045,97.0351,100.3352
2019,B to E: 05 to 39,100.0,100.0,100.0,100.0,100.0
2020,B to E: 05 to 39,90.8075,103.7992,99.4017,114.3069,109.4642
2021,B to E: 05 to 39,92.609,108.0182,103.1302,116.639,111.3609
1997,G to T: 45 to 98,59.316,48.5218,90.8345,81.8022,153.1366
1998,G to T: 45 to 98,61.1227,50.8289,91.3457,83.1588,149.4464
1999,G to T: 45 to 98,64.9796,53.8833,95.0037,82.9234,146.2054
2000,G to T: 45 to 98,67.2892,57.8618,98.1453,85.9897,145.8559
2001,G to T: 45 to 98,70.9367,60.8424,99.6101,85.77,140.4211
2002,G to T: 45 to 98,72.4821,62.5485,98.931,86.2951,136.4903
2003,G to T: 45 to 98,74.1444,65.2983,98.3851,88.0691,132.6939
2004,G to T: 45 to 98,77.8932,69.648,100.5625,89.4147,129.1031
2005,G to T: 45 to 98,79.5623,72.4805,100.4515,91.0991,126.2551
2006,G to T: 45 to 98,82.8139,76.2822,101.3144,92.1128,122.3398
2007,G to T: 45 to 98,84.9548,80.3531,102.3623,94.5834,120.4903
2008,G to T: 45 to 98,85.7726,80.8535,100.6936,94.265,117.396
2009,G to T: 45 to 98,88.8281,83.0869,101.1199,93.5367,113.8377
2010,G to T: 45 to 98,88.9309,84.7874,102.1977,95.3408,114.9181
2011,G to T: 45 to 98,89.0304,86.0528,101.588,96.6555,114.1048
2012,G to T: 45 to 98,88.6558,85.5684,100.3492,96.5175,113.1897
2013,G to T: 45 to 98,90.4819,86.8405,100.5745,95.9755,111.1543
2014,G to T: 45 to 98,90.2918,87.0863,98.7252,96.4498,109.3402
2015,G to T: 45 to 98,92.0029,88.5342,98.6811,96.2298,107.2587
2016,G to T: 45 to 98,93.0324,90.7537,97.9314,97.5506,105.2659
2017,G to T: 45 to 98,94.0999,93.7444,98.0324,99.6222,104.1791
2018,G to T: 45 to 98,96.5878,96.9444,98.9721,100.3692,102.4685
2019,G to T: 45 to 98,100.0,100.0,100.0,100.0,100.0
2020,G to T: 45 to 98,109.8705,106.6765,100.1682,97.0929,91.1693
2021,G to T: 45 to 98,111.3486,108.6655,100.7123,97.5904,90.4477
1997,A: 01 to 03,70.2866,31.6401,68.4121,45.0158,97.3331
1998,A: 01 to 03,57.6457,32.0746,61.8956,55.6409,107.3724
1999,A: 01 to 03,60.2764,41.9168,77.2317,69.541,128.1293
2000,A: 01 to 03,52.3205,43.1757,71.6044,82.5216,136.8573
2001,A: 01 to 03,53.4214,48.9937,73.9053,91.7117,138.344
2002,A: 01 to 03,43.721,51.0906,62.2884,116.856,142.4679
2003,A: 01 to 03,41.9647,46.2431,56.7771,110.1952,135.2973
2004,A: 01 to 03,50.143,47.8918,67.0627,95.5104,133.7429
2005,A: 01 to 03,48.6509,49.7303,65.7297,102.2187,135.1048
2006,A: 01 to 03,54.3852,54.4037,67.9278,100.034,124.9013
2007,A: 01 to 03,75.8939,69.515,84.4086,91.595,111.2192
2008,A: 01 to 03,65.6118,72.578,76.6204,110.6173,116.7784
2009,A: 01 to 03,74.5736,68.7233,80.7209,92.155,108.2433
2010,A: 01 to 03,93.3287,67.5998,94.009,72.432,100.7289
2011,A: 01 to 03,69.4926,66.0834,77.1365,95.0942,110.9996
2012,A: 01 to 03,88.888,74.4276,90.1294,83.7319,101.3966
2013,A: 01 to 03,94.4622,82.9962,92.1454,87.8618,97.5474
2014,A: 01 to 03,61.0261,65.8839,71.2831,107.9602,116.8076
2015,A: 01 to 03,78.5112,81.1704,90.9654,103.387,115.863
2016,A: 01 to 03,93.6594,87.3259,98.7875,93.2377,105.4753
2017,A: 01 to 03,101.0011,93.8612,106.7713,92.9309,105.713
2018,A: 01 to 03,116.0759,96.9615,108.2015,83.5328,93.2162
2019,A: 01 to 03,100.0,100.0,100.0,100.0,100.0
2020,A: 01 to 03,101.3459,102.4093,106.501,101.0493,105.0866
2021,A: 01 to 03,103.7409,118.2273,107.3996,113.964,103.5268
1997,B: 05 to 09,16.4924,58.5445,82.8276,354.9787,502.2168
1998,B: 05 to 09,16.3365,52.6908,99.8452,322.5342,611.1786
1999,B: 05 to 09,18.5209,56.8082,103.3364,306.7248,557.9448
2000,B: 05 to 09,21.2993,61.0094,73.975,286.4385,347.3119
2001,B: 05 to 09,23.1865,62.8496,78.0381,271.0612,336.567
2002,B: 05 to 09,22.9234,65.416,83.2009,285.3678,362.9518
2003,B: 05 to 09,23.9242,66.3288,80.1731,277.2456,335.113
2004,B: 05 to 09,24.3362,71.465,72.402,293.6572,297.5074
2005,B: 05 to 09,30.9149,77.8894,70.1491,251.9478,226.9103
2006,B: 05 to 09,45.594,99.4588,83.6728,218.1401,183.5171
2007,B: 05 to 09,51.6274,107.8978,88.7802,208.9933,171.9633
2008,B: 05 to 09,54.1473,101.254,69.7333,186.9973,128.7844
2009,B: 05 to 09,62.462,107.2494,106.1311,171.7034,169.9131
2010,B: 05 to 09,72.8055,102.5599,86.2886,140.8683,118.5193
2011,B: 05 to 09,104.6698,99.2272,85.5679,94.8002,81.7503
2012,B: 05 to 09,133.4922,93.5926,101.3819,70.1109,75.9459
2013,B: 05 to 09,156.1156,92.8197,110.2742,59.4557,70.6362
2014,B: 05 to 09,154.8445,102.8802,136.5459,66.441,88.1826
2015,B: 05 to 09,136.7919,108.7445,208.628,79.4963,152.5149
2016,B: 05 to 09,108.5102,105.155,191.7089,96.9079,176.6736
2017,B: 05 to 09,106.3896,101.5193,128.3613,95.4222,120.6521
2018,B: 05 to 09,107.0587,97.967,100.1897,91.5077,93.5839
2019,B: 05 to 09,100.0,100.0,100.0,100.0,100.0
2020,B: 05 to 09,94.6215,93.4974,135.1177,98.812,142.7981
2021,B: 05 to 09,114.8112,103.7764,135.3119,90.3887,117.856
1997,C: 10 to 33,107.4803,45.5763,101.2798,42.4043,94.231
1998,C: 10 to 33,104.7621,46.2994,101.6391,44.1948,97.019
1999,C: 10 to 33,103.3427,50.1149,104.7025,48.4939,101.3158
2000,C: 10 to 33,101.6138,53.5291,105.757,52.679,104.0774
2001,C: 10 to 33,100.8074,56.6362,109.8007,56.1826,108.9213
2002,C: 10 to 33,94.8305,58.2978,105.2344,61.4758,110.971
2003,C: 10 to 33,92.0371,61.9744,103.8246,67.3363,112.8073
2004,C: 10 to 33,89.7715,64.0187,103.8084,71.3129,115.6363
2005,C: 10 to 33,89.4857,67.893,103.5716,75.8702,115.741
2006,C: 10 to 33,84.7384,70.3947,103.663,83.073,122.333
2007,C: 10 to 33,87.1252,74.0233,105.8542,84.962,121.4967
2008,C: 10 to 33,88.2655,78.0286,105.685,88.4022,119.7353
2009,C: 10 to 33,91.36,79.4323,108.565,86.9443,118.8321
2010,C: 10 to 33,92.4587,81.6599,101.7666,88.3204,110.0671
2011,C: 10 to 33,94.9447,83.7265,102.0539,88.1845,107.4877
2012,C: 10 to 33,93.9059,84.2736,100.6348,89.7426,107.1656
2013,C: 10 to 33,96.4156,88.9608,100.4501,92.2681,104.1845
2014,C: 10 to 33,93.9345,89.0333,98.4593,94.7823,104.817
2015,C: 10 to 33,93.4189,88.1767,96.8228,94.3885,103.6437
2016,C: 10 to 33,96.336,91.2297,97.5317,94.6995,101.2412
2017,C: 10 to 33,98.4984,93.6862,97.0259,95.1144,98.5051
2018,C: 10 to 33,98.119,97.0238,99.0878,98.8838,100.9874
2019,C: 10 to 33,100.0,100.0,100.0,100.0,100.0
2020,C: 10 to 33,91.2969,104.5367,97.4563,114.5019,106.7466
2021,C: 10 to 33,91.4367,108.7028,102.6322,118.8831,112.244
1997,D: 35,57.2953,57.7669,103.436,100.8231,180.5314
1998,D: 35,54.0179,60.7659,102.6519,112.4922,190.0331
1999,D: 35,45.8291,73.45,113.5977,160.2693,247.8724
2000,D: 35,58.5714,77.0166,129.7655,131.4918,221.551
2001,D: 35,36.7432,65.6493,117.3451,178.6706,319.3655
2002,D: 35,42.5218,67.9151,110.2605,159.7183,259.3035
2003,D: 35,37.518,72.6684,100.5505,193.6894,268.006
2004,D: 35,46.9004,80.6347,97.3184,171.9275,207.5001
2005,D: 35,63.8825,85.158,99.6502,133.3041,155.9898
2006,D: 35,63.888,88.6729,83.5949,138.7943,130.846
2007,D: 35,74.2525,89.745,85.8261,120.8646,115.5868
2008,D: 35,98.7995,105.0721,93.5936,106.3488,94.7308
2009,D: 35,101.2661,103.0401,77.6309,101.7518,76.6603
2010,D: 35,109.4429,99.0787,103.8463,90.53,94.8863
2011,D: 35,127.4315,100.1837,129.6489,78.6177,101.7401
2012,D: 35,122.3266,103.2559,106.1201,84.41,86.7515
2013,D: 35,118.4126,100.1055,103.8874,84.5396,87.7334
2014,D: 35,121.5266,100.1453,98.869,82.4061,81.3559
2015,D: 35,100.0187,98.0522,96.5137,98.0339,96.4957
2016,D: 35,95.322,95.9401,104.2683,100.6484,109.3853
2017,D: 35,104.6607,94.209,102.7006,90.0137,98.1272
2018,D: 35,106.8311,89.4197,109.0011,83.7019,102.0312
2019,D: 35,100.0,100.0,100.0,100.0,100.0
2020,D: 35,89.5779,104.4383,97.5937,116.5894,108.9484
2021,D: 35,91.0363,110.6135,94.3857,121.5048,103.6792
1997,E: 36 to 39,32.7372,54.2204,80.7347,165.6232,246.6146
1998,E: 36 to 39,39.927,68.9108,90.7891,172.592,227.3877
1999,E: 36 to 39,48.7373,81.5496,103.8596,167.3248,213.1008
2000,E: 36 to 39,46.9128,78.2451,101.6131,166.7884,216.5999
2001,E: 36 to 39,51.0796,83.7277,106.6702,163.9161,208.8313
2002,E: 36 to 39,48.3794,78.8812,96.5077,163.0471,199.481
2003,E: 36 to 39,48.4885,83.1532,92.1684,171.4906,190.083
2004,E: 36 to 39,52.8671,85.6805,93.7679,162.0677,177.3653
2005,E: 36 to 39,57.4775,92.4439,93.4083,160.8349,162.5128
2006,E: 36 to 39,65.9135,95.4245,93.6901,144.7723,142.141
2007,E: 36 to 39,74.6611,103.3508,100.0667,138.4266,134.0279
2008,E: 36 to 39,72.2802,96.1375,90.9664,133.0067,125.8524
2009,E: 36 to 39,70.1678,98.067,89.9621,139.7607,128.2099
2010,E: 36 to 39,76.1178,95.2841,90.492,125.1798,118.8842
2011,E: 36 to 39,83.1262,87.7497,89.5383,105.562,107.7137
2012,E: 36 to 39,84.7975,83.6966,88.3019,98.7017,104.1327
2013,E: 36 to 39,88.3848,88.6423,91.4426,100.2913,103.4596
2014,E: 36 to 39,89.6644,90.5187,91.8166,100.9528,102.4003
2015,E: 36 to 39,86.994,94.8785,91.549,109.0633,105.236
2016,E: 36 to 39,87.5337,92.5445,92.5962,105.7244,105.7835
2017,E: 36 to 39,96.1876,93.6411,98.2277,97.3526,102.121
2018,E: 36 to 39,97.6099,92.9432,98.0488,95.219,100.4496
2019,E: 36 to 39,100.0,100.0,100.0,100.0,100.0
2020,E: 36 to 39,90.3454,97.8282,95.2656,108.2824,105.446
2021,E: 36 to 39,90.7094,99.2677,97.6421,109.4349,107.6428
1997,F: 41 to 43,42.9616,45.9127,113.0716,106.8692,263.1922
1998,F: 41 to 43,44.6148,48.9455,109.2949,109.7069,244.9745
1999,F: 41 to 43,47.9232,55.542,111.7486,115.8979,233.1827
2000,F: 41 to 43,50.6432,58.1096,108.4951,114.7431,214.2343
2001,F: 41 to 43,55.6785,62.6593,112.2094,112.5377,201.5309
2002,F: 41 to 43,57.8501,64.8418,107.9087,112.0859,186.5316
2003,F: 41 to 43,62.6307,68.4672,106.8842,109.3189,170.6578
2004,F: 41 to 43,64.6183,68.7279,104.0874,106.3598,161.0804
2005,F: 41 to 43,71.0497,73.4118,103.2602,103.3246,145.3352
2006,F: 41 to 43,76.5437,78.6184,106.7663,102.7105,139.4841
2007,F: 41 to 43,82.1487,80.4421,105.3736,97.9225,128.2718
2008,F: 41 to 43,86.0409,78.8303,101.8687,91.6196,118.3957
2009,F: 41 to 43,94.6827,78.2057,113.681,82.5977,120.0652
2010,F: 41 to 43,84.4633,81.8257,110.6749,96.8772,131.0331
2011,F: 41 to 43,81.387,83.1145,108.6979,102.1226,133.5568
2012,F: 41 to 43,81.9348,82.7089,106.5266,100.9448,130.0139
2013,F: 41 to 43,82.4895,85.0119,103.2679,103.0578,125.1891
2014,F: 41 to 43,81.684,82.5144,98.5283,101.0166,120.6213
2015,F: 41 to 43,86.1228,89.67,99.5889,104.1188,115.6359
2016,F: 41 to 43,90.2634,90.6544,99.3059,100.4332,110.0179
2017,F: 41 to 43,93.2331,93.912,100.5718,100.7282,107.8713
2018,F: 41 to 43,100.0788,98.5975,101.6531,98.5199,101.5731
2019,F: 41 to 43,100.0,100.0,100.0,100.0,100.0
2020,F: 41 to 43,98.7548,104.282,101.584,105.5969,102.8649
2021,F: 41 to 43,100.6899,108.6379,103.6156,107.8935,102.9057
1997,G: 45 to 47,50.1098,44.9722,84.5291,89.7473,168.6878
1998,G: 45 to 47,55.488,47.8485,86.433,86.2322,155.7688
1999,G: 45 to 47,61.4152,51.2075,90.9653,83.3792,148.1153
2000,G: 45 to 47,60.7876,54.5537,94.6914,89.7448,155.7742
2001,G: 45 to 47,65.4541,56.6121,92.8848,86.4913,141.9083
2002,G: 45 to 47,67.1679,58.4066,93.5019,86.9561,139.2062
2003,G: 45 to 47,70.668,61.2258,93.8842,86.6386,132.8525
2004,G: 45 to 47,73.7986,64.597,97.1747,87.5315,131.6755
2005,G: 45 to 47,73.5645,68.0129,98.7597,92.4534,134.2491
2006,G: 45 to 47,75.4921,74.4046,101.0897,98.5595,133.9077
2007,G: 45 to 47,78.6398,77.3307,101.2902,98.3353,128.8027
2008,G: 45 to 47,80.0829,76.1528,99.2854,95.0925,123.9783
2009,G: 45 to 47,90.0851,79.6971,101.2369,88.4687,112.3792
2010,G: 45 to 47,84.7484,82.2653,100.7248,97.07,118.8516
2011,G: 45 to 47,84.7831,83.0264,103.4441,97.928,122.0103
2012,G: 45 to 47,85.888,82.5513,102.9124,96.1151,119.8216
2013,G: 45 to 47,88.7732,82.7636,103.0284,93.2304,116.058
2014,G: 45 to 47,84.4843,82.9526,99.4766,98.187,117.7457
2015,G: 45 to 47,86.7314,85.4271,99.7616,98.4962,115.0236
2016,G: 45 to 47,89.2887,88.4031,102.103,99.0082,114.3515
2017,G: 45 to 47,91.9372,92.5999,102.2955,100.7208,111.2667
2018,G: 45 to 47,96.5195,96.6243,102.3489,100.1086,106.0396
2019,G: 45 to 47,100.0,100.0,100.0,100.0,100.0
2020,G: 45 to 47,112.2267,104.3029,95.3222,92.9395,84.9372
2021,G: 45 to 47,120.7735,109.5395,95.5442,90.6983,79.1102
1997,H: 49 to 53,60.4775,58.9825,102.4897,97.528,169.4675
1998,H: 49 to 53,59.5359,61.1949,101.7616,102.7866,170.9248
1999,H: 49 to 53,59.2958,62.3618,100.525,105.1707,169.5314
2000,H: 49 to 53,58.8476,63.3659,96.4269,107.678,163.8587
2001,H: 49 to 53,65.4992,67.4637,99.7857,102.9993,152.3464
2002,H: 49 to 53,69.6427,67.1929,100.3962,96.4823,144.159
2003,H: 49 to 53,70.8246,71.0748,100.0606,100.3533,141.2794
2004,H: 49 to 53,71.7381,76.8896,101.0265,107.181,140.8268
2005,H: 49 to 53,72.7828,77.228,100.3035,106.1075,137.8121
2006,H: 49 to 53,71.9769,78.6875,100.7726,109.3233,140.0069
2007,H: 49 to 53,75.4029,85.8071,102.5523,113.7981,136.0058
2008,H: 49 to 53,77.7382,89.5665,103.1816,115.2156,132.7296
2009,H: 49 to 53,87.7442,89.2763,110.4405,101.7461,125.8664
2010,H: 49 to 53,82.1482,91.1633,103.5436,110.9742,126.0449
2011,H: 49 to 53,79.5919,92.4074,99.0253,116.1015,124.4163
2012,H: 49 to 53,81.053,91.6923,100.2008,113.1263,123.6238
2013,H: 49 to 53,84.3431,97.6491,101.785,115.776,120.6797
2014,H: 49 to 53,85.7546,99.7595,101.8673,116.3314,118.7893
2015,H: 49 to 53,93.2454,97.0463,99.8786,104.0762,107.1137
2016,H: 49 to 53,95.1787,95.7863,100.118,100.6384,105.1895
2017,H: 49 to 53,96.78,99.7683,100.6787,103.0877,104.0284
2018,H: 49 to 53,95.6568,99.1413,100.1441,103.6427,104.691
2019,H: 49 to 53,100.0,100.0,100.0,100.0,100.0
2020,H: 49 to 53,130.4071,104.4112,105.8993,80.0656,81.2067
2021,H: 49 to 53,129.5736,110.731,115.4796,85.458,89.1228
1997,I: 54 to 56,41.5844,46.8183,91.2651,112.5862,219.4696
1998,I: 54 to 56,43.6372,49.8858,89.4077,114.3194,204.8887
1999,I: 54 to 56,47.2184,55.1088,93.8309,116.7104,198.7168
2000,I: 54 to 56,50.0971,58.4551,94.5956,116.6836,188.8245
2001,I: 54 to 56,53.7165,61.3791,96.509,114.2649,179.6636
2002,I: 54 to 56,53.0952,60.7048,91.8542,114.332,172.9991
2003,I: 54 to 56,55.0384,62.2045,91.4835,113.0202,166.2176
2004,I: 54 to 56,56.9113,65.3563,92.592,114.8389,162.6953
2005,I: 54 to 56,58.523,68.6149,89.8489,117.2443,153.5275
2006,I: 54 to 56,63.5618,70.9896,92.8249,111.6859,146.0388
2007,I: 54 to 56,69.3475,74.7136,96.2487,107.738,138.7919
2008,I: 54 to 56,68.8267,73.4379,94.553,106.6997,137.3784
2009,I: 54 to 56,71.5084,74.5351,100.2039,104.2326,140.1289
2010,I: 54 to 56,73.2534,79.1807,98.0492,108.0915,133.8494
2011,I: 54 to 56,73.983,83.2374,96.8574,112.5088,130.9185
2012,I: 54 to 56,76.3407,84.3706,98.1422,110.5185,128.5582
2013,I: 54 to 56,75.4563,85.47,97.9732,113.2709,129.841
2014,I: 54 to 56,82.2366,86.8753,98.1065,105.6407,119.2979
2015,I: 54 to 56,89.2246,87.7241,99.6839,98.3183,111.7224
2016,I: 54 to 56,90.6031,91.2758,99.2341,100.7425,109.5262
2017,I: 54 to 56,91.4529,94.6829,98.8442,103.5319,108.0821
2018,I: 54 to 56,98.611,100.5481,101.0065,101.9644,102.4292
2019,I: 54 to 56,100.0,100.0,100.0,100.0,100.0
2020,I: 54 to 56,114.6553,105.7085,114.3647,92.1968,99.7465
2021,I: 54 to 56,101.1855,105.8792,96.3378,104.6387,95.2091
1997,J: 58 to 63,335.4963,48.601,89.8165,14.4863,26.7712
1998,J: 58 to 63,293.0642,52.027,87.6852,17.7528,29.9201
1999,J: 58 to 63,277.7221,57.8645,93.0867,20.8354,33.5179
2000,J: 58 to 63,249.0018,65.9091,97.7678,26.4693,39.2639
2001,J: 58 to 63,242.1975,68.4376,101.8723,28.2569,42.0617
2002,J: 58 to 63,224.5969,71.1157,100.7917,31.6637,44.8767
2003,J: 58 to 63,201.6029,74.3713,97.3509,36.89,48.2884
2004,J: 58 to 63,190.6373,79.4768,96.7206,41.6901,50.7354
2005,J: 58 to 63,181.3548,80.1835,96.4804,44.2136,53.1998
2006,J: 58 to 63,170.6463,78.2048,95.8868,45.8286,56.1904
2007,J: 58 to 63,169.2819,85.9731,97.0511,50.7869,57.3311
2008,J: 58 to 63,165.2635,89.1696,96.3076,53.956,58.2752
2009,J: 58 to 63,151.1391,85.1793,94.1769,56.3582,62.3114
2010,J: 58 to 63,142.7475,84.7911,93.032,59.3994,65.1724
2011,J: 58 to 63,137.5552,86.4667,94.4476,62.8596,68.6616
2012,J: 58 to 63,132.5899,87.9014,94.2343,66.2957,71.072
2013,J: 58 to 63,129.4526,86.3548,95.5254,66.7077,73.7918
2014,J: 58 to 63,119.768,84.6035,94.1477,70.6395,78.6084
2015,J: 58 to 63,115.8267,88.7136,96.6952,76.5917,83.4827
2016,J: 58 to 63,110.9186,91.6916,94.7825,82.6657,85.4523
2017,J: 58 to 63,111.2361,91.1673,96.9642,81.9584,87.1697
2018,J: 58 to 63,103.871,96.8984,99.0076,93.2873,95.3178
2019,J: 58 to 63,100.0,100.0,100.0,100.0,100.0
2020,J: 58 to 63,102.1065,101.9956,97.6352,99.8914,95.6209
2021,J: 58 to 63,103.3162,109.4992,98.476,105.9845,95.3152
1997,K: 64 to 66,48.5562,34.9006,86.5835,71.8767,178.3161
1998,K: 64 to 66,49.4162,36.101,88.4568,73.055,179.0036
1999,K: 64 to 66,57.0453,40.2524,99.9149,70.5622,175.1501
2000,K: 64 to 66,64.754,48.2993,116.2887,74.5889,179.5854
2001,K: 64 to 66,66.4811,48.2839,116.7315,72.628,175.586
2002,K: 64 to 66,61.0878,47.2359,108.187,77.3246,177.1008
2003,K: 64 to 66,62.1339,50.1216,104.3193,80.6671,167.8943
2004,K: 64 to 66,71.3546,59.9682,106.6633,84.0425,149.4834
2005,K: 64 to 66,69.8715,65.891,103.2836,94.3031,147.8194
2006,K: 64 to 66,83.0736,76.8497,106.4363,92.508,128.1229
2007,K: 64 to 66,75.4855,83.2515,109.0291,110.2881,144.4371
2008,K: 64 to 66,73.3449,80.5143,111.1729,109.7749,151.5755
2009,K: 64 to 66,75.2606,80.2755,94.7877,106.6634,125.946
2010,K: 64 to 66,82.3944,85.9626,104.3062,104.3306,126.5938
2011,K: 64 to 66,88.3171,86.8657,104.569,98.3566,118.4018
2012,K: 64 to 66,85.2795,84.2753,103.0303,98.8225,120.8148
2013,K: 64 to 66,93.7131,89.6312,104.3767,95.6443,111.379
2014,K: 64 to 66,95.8146,90.4929,102.5997,94.4458,107.0815
2015,K: 64 to 66,103.6147,95.984,111.0373,92.6355,107.1637
2016,K: 64 to 66,95.9665,93.0836,100.3901,96.9959,104.6095
2017,K: 64 to 66,92.3983,97.7674,95.451,105.8108,103.3038
2018,K: 64 to 66,95.4029,97.9508,97.9848,102.6707,102.7063
2019,K: 64 to 66,100.0,100.0,100.0,100.0,100.0
2020,K: 64 to 66,102.1424,102.0112,100.0863,99.8716,97.987
2021,K: 64 to 66,102.4694,110.4229,102.1044,107.7618,99.6438
1997,L: 68,40.859,59.3394,55.8506,145.2297,136.6911
1998,L: 68,38.9115,55.8888,51.4873,143.6305,132.319
1999,L: 68,39.911,54.618,51.6657,136.8495,129.4523
2000,L: 68,40.451,54.3033,50.5181,134.2446,124.8871
2001,L: 68,44.121,56.5643,54.3427,128.2027,123.1674
2002,L: 68,42.7362,54.3595,52.1493,127.1978,122.0261
2003,L: 68,44.8664,56.4235,54.9187,125.7589,122.405
2004,L: 68,53.7142,63.902,64.553,118.9667,120.1786
2005,L: 68,59.5984,64.8372,69.2371,108.7902,116.1727
2006,L: 68,67.5236,67.0581,76.5415,99.3106,113.3552
2007,L: 68,78.5675,73.8487,85.3679,93.994,108.6555
2008,L: 68,79.3289,74.2284,81.7221,93.5704,103.0168
2009,L: 68,76.7938,74.0013,88.9032,96.3636,115.7687
2010,L: 68,73.0445,68.86,89.4652,94.2713,122.4804
2011,L: 68,76.6798,76.8199,91.912,100.1827,119.8647
2012,L: 68,75.2729,75.7438,88.0161,100.6256,116.9293
2013,L: 68,77.872,78.5854,91.3677,100.9161,117.3306
2014,L: 68,78.0896,78.449,87.5152,100.4602,112.0702
2015,L: 68,80.6183,80.0826,87.1479,99.3355,108.0994
2016,L: 68,81.6214,81.9386,85.3691,100.3886,104.5916
2017,L: 68,84.3383,84.3866,87.3079,100.0573,103.5211
2018,L: 68,95.4962,95.4883,95.7412,99.9917,100.2566
2019,L: 68,100.0,100.0,100.0,100.0,100.0
2020,L: 68,98.3226,101.1807,102.7281,102.9069,104.4807
2021,L: 68,107.8045,103.2624,111.4313,95.7867,103.3642
1997,M: 69 to 75,53.2703,51.3667,98.9425,96.4265,185.7367
1998,M: 69 to 75,56.0056,54.759,99.4548,97.7742,177.5801
1999,M: 69 to 75,61.2211,59.8889,104.4862,97.824,170.6702
2000,M: 69 to 75,65.5105,64.7596,108.6206,98.8538,165.8064
2001,M: 69 to 75,69.382,68.4755,110.0854,98.6935,158.6656
2002,M: 69 to 75,72.0461,73.6243,108.4047,102.1905,150.4657
2003,M: 69 to 75,69.9521,73.8766,103.4419,105.6103,147.8753
2004,M: 69 to 75,71.3653,78.6951,103.5119,110.2708,145.0451
2005,M: 69 to 75,72.7589,77.5332,102.6711,106.5618,141.1114
2006,M: 69 to 75,74.7717,82.8093,104.2166,110.7495,139.3797
2007,M: 69 to 75,78.3013,85.3701,105.27,109.0277,134.4422
2008,M: 69 to 75,78.0187,84.9386,100.6253,108.8695,128.9759
2009,M: 69 to 75,80.0612,87.9388,98.221,109.8395,122.6824
2010,M: 69 to 75,80.6445,89.9609,97.178,111.5524,120.5017
2011,M: 69 to 75,82.4803,90.4653,97.407,109.6811,118.0973
2012,M: 69 to 75,83.48,88.6444,97.5069,106.1864,116.8027
