date,industry,ulc,alch,lshare,oph,deflator
2013,M: 69 to 75,86.6907,92.1159,99.3121,106.2581,114.5591
2014,M: 69 to 75,87.2313,90.2735,98.4057,103.4875,112.8101
2015,M: 69 to 75,86.8845,91.0171,96.5004,104.7564,111.0675
2016,M: 69 to 75,90.0879,92.8532,97.9612,103.0696,108.7396
2017,M: 69 to 75,92.6775,99.8931,98.6627,107.7857,106.4581
2018,M: 69 to 75,95.2788,100.0585,99.0859,105.0165,103.9957
2019,M: 69 to 75,100.0,100.0,100.0,100.0,100.0
2020,M: 69 to 75,106.4556,105.2376,100.288,98.8559,94.2064
2021,M: 69 to 75,106.3832,107.6025,94.1323,101.1461,88.4842
1997,N: 77 to 82,55.5104,53.9477,95.5122,97.1849,172.0618
1998,N: 77 to 82,58.1139,54.356,95.3864,93.5336,164.137
1999,N: 77 to 82,63.5101,56.8593,100.9043,89.528,158.8791
2000,N: 77 to 82,65.5651,56.8843,100.4769,86.76,153.2475
2001,N: 77 to 82,69.0741,60.3727,100.0241,87.4028,144.807
2002,N: 77 to 82,70.7958,61.5474,96.2059,86.9365,135.8921
2003,N: 77 to 82,72.4617,63.3007,95.2068,87.3575,131.3891
2004,N: 77 to 82,76.1378,65.3443,99.4128,85.8237,130.5696
2005,N: 77 to 82,77.1026,65.6209,98.4391,85.1085,127.6729
2006,N: 77 to 82,78.7616,67.6175,100.2604,85.8508,127.296
2007,N: 77 to 82,83.2741,72.2005,102.8637,86.7022,123.5242
2008,N: 77 to 82,84.5244,72.1493,102.836,85.3591,121.6643
2009,N: 77 to 82,84.9026,73.453,100.6157,86.5144,118.5072
2010,N: 77 to 82,84.633,73.8053,98.8401,87.2063,116.7867
2011,N: 77 to 82,84.8468,74.5048,99.9424,87.811,117.7916
2012,N: 77 to 82,85.9179,74.6301,100.0191,86.8621,116.4124
2013,N: 77 to 82,87.3747,83.3827,100.2045,95.4312,114.6837
2014,N: 77 to 82,87.1082,86.0371,98.8158,98.7704,113.4403
2015,N: 77 to 82,87.1428,85.109,96.5798,97.6661,110.8294
2016,N: 77 to 82,89.0256,86.2035,95.9672,96.83,107.7973
2017,N: 77 to 82,88.6867,88.5762,95.1658,99.8754,107.3056
2018,N: 77 to 82,94.7862,93.8135,97.6389,98.9738,103.0096
2019,N: 77 to 82,100.0,100.0,100.0,100.0,100.0
2020,N: 77 to 82,99.518,101.5876,97.8187,102.0796,98.2925
2021,N: 77 to 82,98.2847,99.303,87.2422,101.0361,88.7648
1997,O: 84,64.2633,44.8544,107.8346,69.7978,167.8012
1998,O: 84,62.6695,45.0957,106.6048,71.958,170.1064
1999,O: 84,64.812,45.8533,106.7912,70.7482,164.7707
2000,O: 84,68.4838,48.72,106.9148,71.1409,156.1169
2001,O: 84,70.367,51.9234,107.4882,73.7894,152.7537
2002,O: 84,73.6802,52.9303,107.3545,71.8379,145.7033
2003,O: 84,80.1345,55.8477,107.3176,69.6925,133.9218
2004,O: 84,84.154,59.3387,109.2214,70.512,129.7875
2005,O: 84,89.0892,64.2488,109.7303,72.1174,123.169
2006,O: 84,90.3018,66.6103,108.7914,73.7641,120.4753
2007,O: 84,90.6037,67.2083,107.4627,74.1783,118.6074
2008,O: 84,92.4301,71.5508,106.1514,77.4107,114.8451
2009,O: 84,93.8729,74.886,105.6773,79.7738,112.5749
2010,O: 84,97.1417,75.7642,105.5946,77.9935,108.7016
2011,O: 84,93.7527,78.9666,103.6988,84.2286,110.6089
2012,O: 84,94.5461,80.2324,102.032,84.8606,107.9177
2013,O: 84,94.5551,80.199,100.463,84.8172,106.2481
2014,O: 84,93.3867,81.5564,98.7527,87.3319,105.746
2015,O: 84,94.9573,85.2133,98.5536,89.7385,103.7873
2016,O: 84,96.8467,91.9601,99.4041,94.9543,102.6407
2017,O: 84,98.3424,95.2584,99.4895,96.864,101.1664
2018,O: 84,100.3925,97.0491,99.777,96.6697,99.3869
2019,O: 84,100.0,100.0,100.0,100.0,100.0
2020,O: 84,108.4747,100.5608,100.0735,92.7044,92.2552
2021,O: 84,112.2086,99.1254,102.8017,88.3403,91.6166
1997,P: 85,42.4653,57.9417,111.399,136.4448,262.3295
1998,P: 85,44.0841,61.3467,111.4246,139.1583,252.7546
1999,P: 85,46.4835,62.6502,111.303,134.7794,239.4463
2000,P: 85,49.3687,65.3614,110.8084,132.3944,224.4507
2001,P: 85,53.7827,70.5539,110.6362,131.1833,205.7096
2002,P: 85,58.8905,72.4693,110.2392,123.0577,187.1935
2003,P: 85,63.1883,73.5738,109.9041,116.4358,173.9311
2004,P: 85,66.988,76.6708,109.7691,114.4545,163.8638
2005,P: 85,72.1555,78.99,108.9204,109.4719,150.9523
2006,P: 85,77.6377,80.9427,107.9432,104.257,139.0345
2007,P: 85,83.6783,86.9597,107.7131,103.9214,128.7229
2008,P: 85,90.6098,91.9954,106.8105,101.5292,117.8796
2009,P: 85,95.9563,94.8403,106.712,98.837,111.209
2010,P: 85,98.826,95.8089,106.7589,96.9471,108.0271
2011,P: 85,96.6329,95.6964,105.9101,99.0309,109.6005
2012,P: 85,95.5396,93.5747,104.9805,97.9434,109.8817
2013,P: 85,97.8476,91.8432,103.8936,93.8635,106.179
2014,P: 85,100.3476,91.7977,103.224,91.4797,102.8664
2015,P: 85,100.0665,91.55,102.3954,91.4892,102.3274
2016,P: 85,99.9876,90.3738,101.8432,90.385,101.8558
2017,P: 85,99.8436,91.5314,100.5136,91.6748,100.671
2018,P: 85,99.5187,94.4778,99.7853,94.9347,100.2679
2019,P: 85,100.0,100.0,100.0,100.0,100.0
2020,P: 85,121.6859,110.459,99.4915,90.7739,81.7609
2021,P: 85,115.1009,105.7023,101.2925,91.8345,88.0032
1997,Q: 86 to 88,41.9692,44.8205,97.0869,106.7938,231.3289
1998,Q: 86 to 88,43.5598,47.4196,96.1293,108.8609,220.6835
1999,Q: 86 to 88,47.0444,50.2182,99.5064,106.7464,211.5159
2000,Q: 86 to 88,49.2781,53.6068,100.1267,108.7842,203.187
2001,Q: 86 to 88,50.4553,58.2186,98.9493,115.3865,196.1128
2002,Q: 86 to 88,54.3562,61.2219,99.2699,112.6309,182.6285
2003,Q: 86 to 88,57.9804,66.8867,99.5128,115.3609,171.6318
2004,Q: 86 to 88,62.1671,71.0229,100.2508,114.2452,161.2602
2005,Q: 86 to 88,65.0331,73.7699,100.4805,113.4344,154.5067
2006,Q: 86 to 88,68.9926,77.3433,100.8433,112.1038,146.1654
2007,Q: 86 to 88,70.9792,80.2758,100.4163,113.0976,141.4729
2008,Q: 86 to 88,70.8533,77.8298,98.0098,109.8464,138.3278
2009,Q: 86 to 88,75.0173,78.5044,97.2766,104.6484,129.6722
2010,Q: 86 to 88,76.6151,79.2794,97.8437,103.4775,127.7081
2011,Q: 86 to 88,77.687,80.6916,96.9222,103.8676,124.7599
2012,Q: 86 to 88,78.8064,81.5039,96.6931,103.4229,122.697
2013,Q: 86 to 88,79.0245,79.4544,96.3881,100.544,121.9724
2014,Q: 86 to 88,82.0502,81.5575,96.9899,99.3995,118.208
2015,Q: 86 to 88,82.1573,83.6387,95.9696,101.8031,116.812
2016,Q: 86 to 88,85.7451,88.7959,96.8582,103.558,112.9606
2017,Q: 86 to 88,86.6511,91.211,97.4994,105.2624,112.5195
2018,Q: 86 to 88,91.1982,94.6628,99.0261,103.799,108.5834
2019,Q: 86 to 88,100.0,100.0,100.0,100.0,100.0
2020,Q: 86 to 88,153.6637,105.6132,100.3216,68.7301,65.2865
2021,Q: 86 to 88,134.9756,108.1455,101.8019,80.1223,75.4224
1997,R: 90 to 93,45.1192,48.0905,91.1972,106.5854,202.125
1998,R: 90 to 93,52.7844,50.9112,99.4714,96.4512,188.4485
1999,R: 90 to 93,56.971,53.5689,104.0712,94.0284,182.674
2000,R: 90 to 93,63.2876,61.458,115.7979,97.1091,182.9709
2001,R: 90 to 93,63.495,62.1176,115.8478,97.8307,182.4518
2002,R: 90 to 93,64.322,68.0083,114.1727,105.731,177.5018
2003,R: 90 to 93,60.4168,74.4823,107.0673,123.2808,177.2145
2004,R: 90 to 93,59.1053,76.4905,104.3444,129.4139,176.5398
2005,R: 90 to 93,59.6737,78.6393,102.1383,131.7822,171.1613
2006,R: 90 to 93,62.5543,80.5884,103.0958,128.8295,164.8101
2007,R: 90 to 93,62.2205,77.073,99.3243,123.8707,159.6328
2008,R: 90 to 93,63.698,78.4764,99.3413,123.2007,155.9567
2009,R: 90 to 93,74.5841,87.9921,107.1197,117.977,143.6227
2010,R: 90 to 93,78.7343,90.5296,107.5797,114.9811,136.6364
2011,R: 90 to 93,77.2262,91.7585,100.589,118.8178,130.2524
2012,R: 90 to 93,83.6625,91.7032,105.1133,109.6109,125.6397
2013,R: 90 to 93,80.8617,95.0476,99.6912,117.5434,123.2861
2014,R: 90 to 93,76.5334,88.1153,94.4818,115.1331,123.4517
2015,R: 90 to 93,82.6673,88.6458,95.4806,107.232,115.4998
2016,R: 90 to 93,98.3122,96.6704,104.5476,98.33,106.3424
2017,R: 90 to 93,95.2574,94.9849,101.4546,99.7139,106.5057
2018,R: 90 to 93,97.0897,97.7633,101.1281,100.6938,104.1595
2019,R: 90 to 93,100.0,100.0,100.0,100.0,100.0
2020,R: 90 to 93,114.5635,112.095,106.9972,97.8453,93.3955
2021,R: 90 to 93,106.3408,113.2975,93.9196,106.5419,88.3194
1997,S: 94 to 96,38.3264,46.8285,99.0499,122.1834,258.4378
1998,S: 94 to 96,41.0587,50.1053,99.5247,122.0333,242.3961
1999,S: 94 to 96,43.4835,49.0825,98.6915,112.8761,226.9631
2000,S: 94 to 96,47.1626,52.0254,101.1108,110.3107,214.3877
2001,S: 94 to 96,50.7106,52.8885,100.5482,104.2948,198.2785
2002,S: 94 to 96,52.1442,55.2975,96.4157,106.0473,184.9021
2003,S: 94 to 96,55.4469,54.9521,96.4338,99.1076,173.921
2004,S: 94 to 96,60.4697,60.1701,98.1213,99.5045,162.2652
2005,S: 94 to 96,66.9683,65.9586,101.2976,98.4923,151.262
2006,S: 94 to 96,68.8738,67.2891,100.0238,97.6991,145.2276
2007,S: 94 to 96,75.8973,73.0772,103.6081,96.2843,136.5109
2008,S: 94 to 96,79.0104,75.3586,103.5105,95.3781,131.0087
2009,S: 94 to 96,85.5253,85.8677,108.2359,100.4003,126.5542
2010,S: 94 to 96,87.0344,86.4462,105.9635,99.3242,121.749
2011,S: 94 to 96,87.3779,83.2814,104.2767,95.3117,119.3399
2012,S: 94 to 96,86.9571,86.0315,102.0975,98.9356,117.4113
2013,S: 94 to 96,89.3212,86.1538,101.6993,96.4539,113.858
2014,S: 94 to 96,89.5952,84.5438,100.3081,94.362,111.957
2015,S: 94 to 96,93.6772,89.128,101.4636,95.1437,108.3119
2016,S: 94 to 96,94.7991,93.4516,99.9518,98.5786,105.4354
2017,S: 94 to 96,96.1174,96.5206,100.3845,100.4195,104.4395
2018,S: 94 to 96,95.9466,99.6935,99.0047,103.9052,103.1873
2019,S: 94 to 96,100.0,100.0,100.0,100.0,100.0
2020,S: 94 to 96,104.5668,116.2849,102.6695,111.2063,98.1856
2021,S: 94 to 96,134.8834,136.4845,120.4473,101.187,89.2973
1997,T: 97 to 98,42.8933,34.9851,100.0,81.5631,233.1366
1998,T: 97 to 98,45.0371,38.6289,100.0,85.7713,222.0392
1999,T: 97 to 98,47.1397,40.7849,100.0,86.5192,212.1354
2000,T: 97 to 98,50.5158,50.1695,100.0,99.3145,197.9579
2001,T: 97 to 98,54.2566,52.3779,100.0,96.5374,184.3094
2002,T: 97 to 98,57.5769,47.319,100.0,82.184,173.6808
2003,T: 97 to 98,60.8563,37.3895,100.0,61.439,164.3215
2004,T: 97 to 98,64.4277,41.4136,100.0,64.2792,155.2127
2005,T: 97 to 98,67.5716,52.1743,100.0,77.2134,147.9912
2006,T: 97 to 98,70.6644,47.9503,100.0,67.8564,141.514
2007,T: 97 to 98,74.3432,42.2923,100.0,56.8879,134.5113
2008,T: 97 to 98,77.487,43.4568,100.0,56.0827,129.0539
2009,T: 97 to 98,79.1523,43.5968,100.0,55.0796,126.3387
2010,T: 97 to 98,80.6881,62.2955,100.0,77.2053,123.934
2011,T: 97 to 98,82.1109,51.5932,100.0,62.8336,121.7865
2012,T: 97 to 98,83.4278,64.3865,100.0,77.1763,119.8641
2013,T: 97 to 98,85.1368,63.9711,100.0,75.1392,117.458
2014,T: 97 to 98,87.3986,65.5013,100.0,74.9455,114.4183
2015,T: 97 to 98,89.8978,69.8618,100.0,77.7125,111.2374
2016,T: 97 to 98,92.9589,72.5983,100.0,78.0972,107.5744
2017,T: 97 to 98,95.2262,82.2928,100.0,86.4182,105.0131
2018,T: 97 to 98,97.6676,92.679,100.0,94.8923,102.3881
2019,T: 97 to 98,100.0,100.0,100.0,100.0,100.0
2020,T: 97 to 98,100.6276,86.2166,100.0,85.6789,99.3763
2021,T: 97 to 98,108.4113,63.5211,100.0,58.5927,92.2413
